outcome, cumulative-outcome, X, Y, expected-LCS, found-LCS
HIT, 907, 0101101001011000, 1010011001010111, 3, 3
HIT, 908, 0110100110101000, 1001010101011011, 2, 2
HIT, 909, 1010011001101000, 0110100110101011, 4, 4
HIT, 910, 1010100110011000, 1001010110010111, 3, 3
HIT, 911, 1010010101101000, 0110101001100111, 3, 3
HIT, 912, 1010011001101000, 0101100101100111, 3, 3
HIT, 913, 1001011001100100, 1001010101010111, 3, 3
HIT, 914, 1010100110101000, 0110100110011011, 4, 4
HIT, 915, 1010101010010100, 0101011001100111, 2, 2
HIT, 916, 1010011010100100, 1001010101100111, 2, 2
HIT, 917, 1010010110100100, 0101011010010111, 5, 5
HIT, 918, 1001010101101000, 1010010101101011, 5, 5
HIT, 919, 0101010101100100, 1001011001101011, 4, 4
HIT, 920, 1010010110011000, 1010011001101011, 4, 4
HIT, 921, 1010011010101000, 0110100110011011, 4, 4
HIT, 922, 0110100101011000, 1010010110010111, 4, 4
HIT, 923, 0101010101101000, 0101101010010111, 4, 4
HIT, 924, 1001010101101000, 1001101010100111, 3, 3
HIT, 925, 1001100110100100, 0101010101010111, 1, 1
HIT, 926, 0110010110101000, 1010101001100111, 3, 3
HIT, 927, 1010101010011000, 0110100110100111, 4, 4
HIT, 928, 1001100101011000, 0101011010010111, 4, 4
HIT, 929, 0101101001100100, 1010101001010111, 3, 3
HIT, 930, 0110100110101000, 0101010101011011, 2, 2
HIT, 931, 0110011010101000, 0110101001011011, 4, 4
HIT, 932, 0101101001010100, 0101101010010111, 4, 4
HIT, 933, 1001011010011000, 0110011001011011, 4, 4
HIT, 934, 1001100101101000, 1001011001101011, 4, 4
HIT, 935, 0110011010011000, 1001101001100111, 6, 6
HIT, 936, 1001101010100100, 0101011001101011, 4, 4
HIT, 937, 1010101010010100, 1010101001101011, 5, 5
HIT, 938, 1001100101010100, 1010100101100111, 3, 3
HIT, 939, 1010101010101000, 1010101001011011, 4, 4
HIT, 940, 0110010101101000, 0110010101101011, 7, 7
HIT, 941, 0101011001100100, 0110010101101011, 4, 4
HIT, 942, 0110010110101000, 0101101010011011, 5, 5
HIT, 943, 0101011001100100, 1010011010101011, 3, 3
HIT, 944, 0101100101011000, 0110011010100111, 3, 3
HIT, 945, 0110100110011000, 1010011010010111, 4, 4
